text,emotion
"jangan khawatir boy, gw juga gagal pinalti tadi kok. apalagi ini cuma kompetisi haha hihi piala fa aja, santai boy.. kata babang ronaldo.",Happy
uaa naf thank youu!! wowkwow tentu saja pastinya dong,Happy
hehe have a nice dayy!! semoga hari ini dapat kabar baik!,Happy
kemaren nangis kangen jimin skrg dapat kabar dia sembuh puji tuhan banget,Happy
"setdah salut banget sama sender, aku tak sanggup menjawabnya karena aku di perikanan saja sudah hampir menangis tiap malam pusing tugas + prak haha semangat nder",Happy
have a nice day! semoga hari ini ada kabar baikk,Happy
"bangun tidur dapat kabar baik tentang jimin seneng bangett, jagoanku udah sembuh",Happy
alhamdulillah pagi ini dapet kabar baik,Happy
lagi seneng soalnya dapet kabar baik i vote for at the 2022,Happy
alhamdulillah jimin pagi yg baik kabar yg baik,Happy
ga biasa tdr miring kiri jadi kemeng2 wkwkw ngakak,Happy
alhamdulillah pagi pagi dspet kabar baik sehat selalu yaa sayang kuu,Happy
"jiminn, makasih udah berjuang untuk pulih seneng banget denger kabar kamu udah keluar rumkit tinggal masa pemulihan, istirahat yang banyakk yaa malaikatnya army",Happy
alhamdulillah pagi pagi udah dapat kabar baik,Happy
"semangat kak, jangan banyak pikiran dulu ya kak biar imun nya tetap baik kak, banyak minum vitamin kak, ditunggu kabar baik nya kak",Happy
"ah, kabar baik pagi ini. thanl youu, big hit. thank you, jimin, thank you, allah alhamdulillah jimin",Happy
alhamdulilah jimin kemarin mimpi jimin dan sekarang dapat kabar kekgini seneng banget jimin we love you,Happy
sebenernya males bbgt gue tuh kalo bikin persona seolah2 gue biasa aja sama newwie padahal nya mah gila bangt akwkwawkkawkaw,Happy
"omg!! finally ada kabar baik pagi ini. jimii syg kuat banget, hebat banget. bangga sama jimii skrg banyak2in istirahat dulu yaa syg! mam yg banyak. jangan capek2. semoga semakin cepet pulih, kesayangan lulls",Happy
my! baru bangun terus buka hp dan dapat kabar kayak gini. seneng banget ya ampun,Happy
alhamdulilah kabar baik dipagi hari. ada yg bisa jenguk dong. stay safe and healthy uri jiminie,Happy
begitu bangun dapet kabar baik dari jimin,Happy
"alhamdulillah pagipagi dapet kabar baik i'm soo happyy yayy ayang jimin udah sembuhh, tinggal pemulihan abis operasi nya aja ya..",Happy
wkejwkk tengkyu aisy kayaknya biasa ajah dech :d 3,Happy
yaallah kabar baik bismillah yaallah ini jalannya,Happy
pagi yg cerah dapet kabar baik dari bighit,Happy
"yash, seneng banget hari ini dapet kabar jimin sembuh! i vote for for at the 2022",Happy
oit gmn kabar lu wkwk,Happy
"puji tuhan kabar baik jimin sudh sembuh dari covid dan sekarang tinggal proses pemulihan nya abis operasi, tapi tetap jaga kesehatan terus dan banyak istirahat ya..",Happy
my! hari ini seneng banget huhu. dapet kabar baik dari jimin say alhamdulillah buat muslim armys terus nanti stay alive mau rilis jangan lupa kita punya goals juga ya. harus semangat pokonyaa,Happy
kabar baik bnget ya hari ini jimin udh negatif cvd trus keluar dri rumah sakit cuma tinggal masa pemulihan hbis operasi doang hbis itu jimin udh bisa beraktivitas lgi kaya biasanya,Happy
"aaaaaaaa.. ayang dah sembuh alhamdulillah jimin nangis weh, rada trauma klo dpt notif dri wvtp alhamdulillah dpt kabar baik",Happy
"jangan kenceng2 nanggepinya bg, akun cuma 1 follower mah biasa reply idiot gitu akwoakwokw",Happy
"aku langsung nyobain nder, ini pake minyak telon doang sih. wah luar biasa :')",Happy
luar biasa pak,Happy
alhamdulillah kabar baik jimiinn,Happy
"baru bangun, puji tuhan dapet kabar baik tentang jimin",Happy
yey ada kabar baik pagi ini. love you jiminie,Happy
alhamdulillah jimin sudah sembuh dari covid senang banget pas dapat kabar kalau jimin sudah sembuh,Happy
"pagi pagi disambut sama kabar baik dar jimim gimana nih rasanya? semoga hari ini mood baiknya terus terjaga sampai akhir hari yaa! jangan lupa jaga kesehatan juga biar jimim ga sedihh, have a nice weekend lovely a‚^ a· ^a‚Ž",Happy
pagi' dapet kabar baik tentang jimin,Happy
"hari ini dapat kabar bahagia, masyaallah alhamdulillah..",Happy
"wauww seneng dong wan bacot mau ngapain saja sdh bebas : bkr pasang naturalisasi bgn klaster2 smr resapan demo setiap hari buat sirkuit di monas ngecat atap2 rmh warga buat tugu2 sepatu beriklan mangkrak tugu sepeda keren, bebas mau ngapain saja",Happy
"aku baru bangun tidur, langsung lihat ada kabar baik. alhamdulillah jimin udah sembuh",Happy
"hi guysss jangan lupa cek berita dan ya terus saksikan dengan meriah konsernya hari ini, mangattsss",Happy
"pagi-pagi dapat kabar ini seneng bangett emang abis sediha"" selalu ada yang bikin bahagia",Happy
"baru bangun tidur, trus ngecek twt trus dapet kabar jimin sembuh tuhh masya allah senengg bangett, langsung senyum2 sepagi ini wkkwk i vote for at the 2022",Happy
"mau ini bener atau kaga, tapi klo denger kabar baik soal timnas, selalu seneng sih",Happy
"jiminku sembuh, semoga dia secepatnya bisa beraktifitas seperti biasa",Happy
kabar bahagia banget pagi ini,Happy
"erick thohir luar biasa hebat, applause",Happy
excited sebab dah lamaaaaa nak beli cincin. pastu dia selalu cakap dia tak biasa pakai cincin so tak suka sangat pakai so bila dia pakai tu ehehhehege seronokk,Happy
kabar atashi juga baik nee~,Happy
puji tuhan ku bahagia banget rasanya dapet kabar jimin udah sembuh..,Happy
pagi pagi dapat kabar bahagia,Happy
alhamdulliah jimin happy bgt dapet kabar baik. sehat sehat terus ya kesayangan banyak orang. untuk yang lain juga tetep jaga kesehatan ya,Happy
"alhamdulilah, luar biasa, allahuakbar",Happy
"iya bener, mood bgt pagi ini denger kabar jimin.. perjalanan ke tmpat kerja senyum2 terus sambil denger lagu bangtan, ngasih tau bpk2 di jalan jg gue ramah bgt njir",Happy
"lah ada ahah, aku kira orang biasa pas lewat gasadar, makasi judith uwu",Happy
senang banget dia udah seperti biasa lagi mantappp,Happy
"ya allah baru bangun dapat kabar baik alhamdulillah jimin kamu udah (-) cvd-19 udah boleh pulang juga , banyak"" istirahat ya sayang semoga bisa pulih secepatnya dan bisa nyapa army lagi , i love you jiminie",Happy
baru bangun langsung disambut kabar menenangkan,Happy
senang rasanya sehat kembali makan normal habis smpai bersih piringnya melihat senyum ibu2 semringah seorang penjual,Happy
alhamdulillah dapat kabar baik untuk hari ini happy banget semoga cepat sembuh total baby mochi,Happy
"pagi pagi buka twt langsung dapet kabar baik, jimin udah negatif dan tinggal pemulihan pasca operasi. seneng banget aku tuh, udah lega rasanya. terus jaga kesehatan ya baby mochi",Happy
kabar bahagia terus dari kemarin. mudah-mudahan bisa sehat terus semuaa,Happy
alhamdulillah pagi-pagi denger kabar baik,Happy
yuk istirahat lebih cepat semoga besok dapat kabar baik,Happy
sumpah ini keren banget sebutan komputer manusia karena beliau mempunyai kecepatan yang luar biasa dalam melakukan pekerjaannya sebagai analisis data. kuncinya adalah : tetap menjadi diri sendiri,Happy
alhamdulilah jimin akhirnya negatif juga ya sayang seneng banget dapet kabar baik dipagi hari huhu sehatsehat be,Happy
kabar baik utk kita semua,Happy
"kemarin mencoba wedang ronde jago salatiga. memang beda dengan wedang ronde biasa selain isian bolaa"" rondenya yg padat, ada semacam manisan jahe di dalamnya, renyah dan tentu saja nampah pedas jahe perlahana"". mantap",Happy
pagi pagi dapet kabar baik huhu nangis banget makasih ya allah,Happy
"mobilnya mantap uiii kayak di iklan di berita, maknyuss senang",Happy
y pgi pgi luar biasa,Happy
gud mowningg pagi ini diawali dgn kabar baikk bgt uvvuu alhamdulillah jimin udh sembuh akuu bahagiiaa stayy healthy ya jiminie love you,Happy
"semangatnya cmn beberapa jam saja, wkwkkw happy taehyun day _21_",Happy
dari kemarin aku coba tahan buat gak buka twitter sekalinya buka dapat kabar kalau jimin sakit. kaya langsung nyesek gitu. tapi pas dia bilang kalau army ga usah khawatir. gimana ga makin nangis? tapi aku bersyukur sekarang dia udah sembuh. sehat terus ya anak baik. luv you,Happy
kabar baik di sabtu pagii alhamdulillah,Happy
"semangat ya, fase fase seperti itu memang luar biasa",Happy
aaa..senang banget baru bangun udh dapat kabar baikk,Happy
"alhamdulillah, kabar baik di pagi hari. semoga seterusnya ""hello.this is bighit music"" bawa kabar baik yaa",Happy
pagi pagi luar biasa!,Happy
wuihh luar biasa,Happy
alhamdulillah pagi2 kabar baik,Happy
"idm selamat pagii!! seneng banget dapet kabar jiminie hari ini buat kalian, sehat2 terus yaa!! jgn lupa sarapan",Happy
"aaaaa sender seneng banget akhirnya au sender mulai rame dulu ga ada yang nungguin, sekarang yang nungguin hampir 300 orang semangat para author!! jangan sedih au kalian masih sepi, pasti akan ada waktunya buat rame okayy",Happy
"cape nyari kerja, nyari judul ta, masalah di rumah, ditambah diputusin pacar wkwk murung bbrp hari di kostan tp ada my bestie yg selalu bilang gini. alhamdulillah skrg udah dapet kerjaan yg bener bener aku pengen, dan lupa sama kesedihan2 sebelumnya",Happy
mon maap ini sedih tapi lucu jadinya w ngakak awkwakak,Happy
"hahaha siap somi, semoga tahun ini somi udah gak sedih sedih lagi ya tinggal bahagianya aja nanti. teteplah kita menjadi badut!",Happy
yesssssss ga sepi,Happy
"kak ann, thankyouu karna kamu udah bikin au sebagus ini. aku nangiss bgt, bukan nangis yang sedih tp nangis yang kekk?? bahagia dan terharu baca cerita kamu, ditambah lagi ada beberapa poin yang relate sama hidupku jadi tiap baca partnya kaya aku liat diri sendiri juga didalamnya",Happy
"pagi ji, gue happy dapat kabar baik dr lo ji..akhirnya kamu balik ke rmh jga.. seneng deh.. jaga kesehatan yah jii, jgn sakit lgi, ntar aku sedih.. yuk main ji..,",Happy
"alhamdulillah jiminie udh sembuh, jgn sedih lagi ya mangatss",Happy
"another level of lockey, dari sedih bisa ketawa wkakwkk",Happy
makasih buat kamu yg selalu ada di saat senang dan sedih.. seneng rasanya ada yg temenin,Happy
"im shoo happy meskipun rada kecewa sama durian2nya. ngerasa keluar budget banyak tp gak worth it. tp gpp, yg pntg kebersamaannya yakan",Happy
"huaa bagus aunya aku suka, simple, lucu, sedih ada semua gpp ga dpt maliknata jadian wkwk",Happy
gajadi sedih pls inimah bikin semangat ngerjain skripsi,Happy
antara ngakak sama sedih anjr nonton inituh kawkwakwakawawk,Happy
"gm zamm, congrats banyak betul laa tembak tak kena smlm hahaa badape, wkwkwk",Happy
makin kesini snowdrop stan makin ngelawak udah gak ada sedih sedihnya,Happy
sedih ya? hahah mangats dong,Happy
"pagi ini syahdu banget~ dingin, hujan, sepi. cocok buat rebahan anyway, morning moots. have a great weekend",Happy
brrti wa nya sepi wkwkwkwkwkwkwkwkwkwk ngkak,Happy
sepi dagangan btw wkwk apa masih imlekan ya wkwkw,Happy
sedih campur seneng akhirnyaa jimi udah sembuh huhu kuat banget jimi,Happy
alhamdulillah cepet bgt sembuhnya.. take a rest angel.. seneng bgt beb. padahal aku lg sedih ngedit si al nangis,Happy
kamu sedih ? kamu sudah kena prank lmao,Happy
"gue buka twitter tumben teume sepi yang nyapa2 pagi, tau2nya pas buka pesbuk pada nyapa pagi disana semua anjir ngakak beneran hijrah",Happy
"capek biasanya denger stand by me suka sedih ke inget dika askara, ini ngakak bgt gegara ini",Happy
"video taehyun favoritku yg ada digaleri kalo lg sedih, liat video ini bikin moodku membaik. kyk ada magic(?) pokonya pas nonton auto senyum2 dan kepalaku ikut goyang makasih byk yg udh ngedit ini. tyunie disini gemes bgt _21_",Happy
iya pusing apalagi lucu2. bayangin aku udh jajan 2 leot belum ada jeda seminggu aak tp aku seneng tp sedih jg kenapa bs lemah sm leot lucu kawkakaw,Happy
"ada untungnya juga semalem matlis, ga kecewa karena ga nnton mu wkwk",Happy
ya ngakak ya sedih enHappy aja,Happy
aamiin. aku udah seminggu lebih sepi huhu tapi gpp semangatt!!,Happy
"happy birthday zidd, happy terus ya jangan sedih",Happy
"hshshhs aku terharu aa makasi ka cinn, sayang banget deh sama ka cin pokoknya sure tata ga akan berubahhhhhh, be happy juga ka cinn ku tersayangg, jaga kesehatan selalu yaa, jangan terlalu sedih, get well soon yaa.. ka cin masi sakit tenggorokan?",Happy
"my lovely bestfriend, anaknya emang kek anjing tapi lucuu!! setiap main gapernah ada sedih sedihnya, yang ada ketawa sampe pingsan",Happy
sedih tp ttp happy kiyowo because baekhyun is there,Happy
"minta maaf abis cerita gitu? aku jadi bersyukur banget punya bestie, dia yg kujadiin tempat cerita sedih selalu ada, buat cerita random juga selalu ditanggepin sama dia. dia juga gitu ke aku, kalo nyeritain pacarnya bisa sampe berjam-jam.",Happy
"harus sub unit/foto lebih dari 3 member biar agak rame wkwk c/o : cbx me, sc me.. klo solo sepi bat berdua doang (tapi udah bersyukur bisa sama salah satu member, seng penting exo xixiixizi^",Happy
mula murung pastu tak murung dah hehe,Happy
"pagi dunia, hari ini aku gak boleh sedih harus semangats",Happy
cie sedih kawkwakwak ngakakkkk,Happy
"aku seneng baca kayak yang benang kusut, not so royal romance nya weishin.. son for the king yg satu lagi tuh lupa judulnya pokonya 22nya seungzz punya kak daisy.. apalagi kalo ada angstnya kalo ada rekomendasi lagi kasitau ya gaiss terserah pairing siapa aja~",Happy
bingung mo ngtik apa.. but w suka banget sama au nya pokoknya mesti sering update dan semangat yaa! Terima kasihh doain aja semoga aku sanggup sampe end,Happy
kalau ada teman abg yg murung pagi ini di pastikan dia fans mu wkkwkwkwkwkwkw,Happy
"happy born day dek jisung sehat selalu dan bahagia ya dek *double happy ultah adek+molo ya meskipun sedih krn gk bsa hype sibuk nguli eitss semangat, besok libur __",Happy
jgn sedih. itu keren krna kmrn jg ada diksh temenku sekotak crosang. hahaha kan biar keceeh,Happy
happy birthday semoga ga sedih dihari ulang tahun nya malah gagal penati,Happy
aowkowkwok mau sedih tp udah terbiasa jd mari tertawa saja,Happy
"selamat pagi fans mu. sabar, masih banyak kecewa yang harus dilalui. wakakaak",Happy
sepi bgt busyet wkwk,Happy
"orang kalau hatinya udah kotor tu pasti ada aja tingkah jahatnya, itu peristiwa paling gak bisa dilupa deh dan jadi peristiwa sedih juga. alhamdulillah om ku sembuh dan bisa pulih kembali, mungkin kalo sekeluarga besar gak saling sopport nyawa om ku bisa aja hilang :')",Happy
yaaaa rumah sepi. mari kita party wakwakk,Happy
"seru tau prenjon zer kdng sedih kdng baper, seru kan",Happy
aahh iyaa bgtt hazaa!! kek tbtb bawaannya mellow bgtt yaa semangaatt hazaa!! semoga mellow2 kzl sedih gajelasnya cpt2 ilang ya,Happy
"kadrun kroco sih cuman dapet nasbung jk ada order demo. tp kini lg sepi order jd kelaparan mknya ngaco meracau jadinya, wkwk ngakak",Happy
lg sedih jdi terhibur aq,Happy
"akibat dari telat bangun, anak ikut bangun dan dapur dan rumah tidak kepegang sampe jam segini. sedih karena berantakan, tp gppa dehh penting anak dah mandi dan kenyang dulu. alon-alon asal kelakon",Sad
sepi,Sad
sedih dah,Sad
"sedih emg kalo ditinggal temen ngebucin, sedih ga ada waktu main sm temen, sedih krna pengen ngebucin jg",Sad
sedih bener niih club ya,Sad
"sch! soalnya di sekolah ku (jateng) kekurangan guru bangett,,banyak guru yg bukan bidangnya justru ngajar di bidang tsb,dan bahkan kepseknya juga rangkap sama sekolah lain. kl emg ini bener sedih banget,gimana generasi kedepannya :(",Sad
kok saya tetap sedih ya,Sad
ya allah aku sedih kali sumpah denise hsgsfscs dari awal aku udh bad feeling tapi masih berharap gitulo paham kan,Sad
gk bs gmbr biar folls/ moots mengerti dan tdk kecewa dgn diriku yang tak bisa gmbr tp maksa sok gmbr,Sad
"semoga kamu tak perlu mengenal sedih ku, semoga kau mengenal ku, yang hanya ku, dengan segala baik dan buruk ku..",Sad
dih sepi amat,Sad
gua semalem lagi asik baca tiba tiba dia lock akun sedih bgt,Sad
"asli ikutan sedih banget denise out, aku suka banget suaranyaa:(",Sad
"yuna jangan lewat tl dong, w jdi sedih lagi",Sad
sedih baru ngeh jimin ngerayain tahun baru di rumah sakit ya,Sad
bener sih waktu itu lagi pengen nonton yg sedih-sedih langsung cus nonton ini dan berakhir mewek nangis,Sad
"pagi"" saya udh di sambut tangis bunda",Sad
"mon, jgn cerita sedih muluu.. ____",Sad
sedih banget :((,Sad
yatuhann sedih bgt gue juga dritadi bacain review orang2 pda jelek2 bgt abis minum bukannya langsing malah pada sakit parah2 ngeri,Sad
gpp sedih aja,Sad
sedih banget ya jadi wanita,Sad
"saya suka kucing tapi sedih saya tidak boleh pegang atau pelihara kucing karena punya alergi ( kalau tidak salah suga rl punya alergi sama bulu meong, kan?)",Sad
ini bangsa yang sedih dan menyedihkan..,Sad
"ko aku sedih ya di godain k chita pakai twit, lom win",Sad
"iyhh, jadi sepi bngett huhuu",Sad
